Driver,LapNumber,LapTime,TyreLife,Compound,PitOutTime
NOR,5.0,0 days 00:01:23.686000,2.0,INTERMEDIATE,
NOR,6.0,0 days 00:01:22.403000,3.0,INTERMEDIATE,
NOR,7.0,0 days 00:01:23.048000,4.0,INTERMEDIATE,
NOR,8.0,0 days 00:01:25.236000,5.0,INTERMEDIATE,
NOR,9.0,0 days 00:01:24.392000,6.0,INTERMEDIATE,
NOR,10.0,0 days 00:01:28.506000,7.0,INTERMEDIATE,
NOR,11.0,0 days 00:01:38.110000,2.0,SOFT,0 days 01:17:54.084000
NOR,12.0,0 days 00:01:16.654000,3.0,SOFT,
NOR,13.0,0 days 00:01:16.200000,4.0,SOFT,
NOR,14.0,0 days 00:01:16.230000,5.0,SOFT,
NOR,15.0,0 days 00:01:16.929000,6.0,SOFT,
NOR,16.0,0 days 00:01:39.443000,7.0,SOFT,
NOR,17.0,0 days 00:01:52.778000,8.0,SOFT,
NOR,18.0,0 days 00:01:54.245000,9.0,SOFT,
NOR,19.0,0 days 00:02:01.374000,10.0,SOFT,
NOR,20.0,0 days 00:01:55.853000,11.0,SOFT,
NOR,21.0,0 days 00:01:58.462000,12.0,SOFT,
NOR,22.0,0 days 00:01:19.060000,13.0,SOFT,
NOR,23.0,0 days 00:01:18.442000,14.0,SOFT,
NOR,24.0,0 days 00:01:17.416000,15.0,SOFT,
NOR,25.0,0 days 00:01:17.363000,16.0,SOFT,
NOR,26.0,0 days 00:01:16.896000,17.0,SOFT,
NOR,27.0,0 days 00:01:16.797000,18.0,SOFT,
NOR,28.0,0 days 00:01:16.582000,19.0,SOFT,
NOR,29.0,0 days 00:01:17.107000,20.0,SOFT,
NOR,30.0,0 days 00:01:16.372000,21.0,SOFT,
NOR,31.0,0 days 00:01:17.013000,22.0,SOFT,
NOR,32.0,0 days 00:01:16.416000,23.0,SOFT,
NOR,33.0,0 days 00:01:16.373000,24.0,SOFT,
NOR,34.0,0 days 00:01:16.541000,25.0,SOFT,
NOR,35.0,0 days 00:01:16.032000,26.0,SOFT,
NOR,36.0,0 days 00:01:16.606000,27.0,SOFT,
NOR,37.0,0 days 00:01:16.473000,28.0,SOFT,
NOR,38.0,0 days 00:01:16.443000,29.0,SOFT,
NOR,39.0,0 days 00:01:16.633000,30.0,SOFT,
NOR,40.0,0 days 00:01:16.347000,31.0,SOFT,
NOR,41.0,0 days 00:01:16.562000,32.0,SOFT,
NOR,42.0,0 days 00:01:20.165000,33.0,SOFT,
NOR,43.0,0 days 00:01:32.039000,4.0,SOFT,0 days 02:02:56.520000
NOR,44.0,0 days 00:01:14.905000,5.0,SOFT,
NOR,45.0,0 days 00:01:15.779000,6.0,SOFT,
NOR,46.0,0 days 00:01:15.141000,7.0,SOFT,
NOR,47.0,0 days 00:01:15.088000,8.0,SOFT,
NOR,48.0,0 days 00:01:15.015000,9.0,SOFT,
NOR,49.0,0 days 00:01:14.804000,10.0,SOFT,
NOR,50.0,0 days 00:01:14.390000,11.0,SOFT,
NOR,51.0,0 days 00:01:14.625000,12.0,SOFT,
NOR,52.0,0 days 00:01:14.882000,13.0,SOFT,
NOR,53.0,0 days 00:01:16.790000,14.0,SOFT,
NOR,54.0,0 days 00:01:16.853000,15.0,SOFT,
NOR,55.0,0 days 00:01:14.997000,16.0,SOFT,
NOR,56.0,0 days 00:01:16.156000,17.0,SOFT,
NOR,57.0,0 days 00:01:15.052000,18.0,SOFT,
NOR,58.0,0 days 00:01:15.076000,19.0,SOFT,
NOR,59.0,0 days 00:01:15.085000,20.0,SOFT,
NOR,60.0,0 days 00:01:21.174000,21.0,SOFT,
NOR,61.0,0 days 00:01:40.285000,5.0,INTERMEDIATE,0 days 02:25:55.355000
NOR,62.0,0 days 00:01:22.488000,6.0,INTERMEDIATE,
NOR,63.0,0 days 00:01:51.321000,7.0,INTERMEDIATE,
NOR,64.0,,12.0,INTERMEDIATE,0 days 03:11:12.135000
NOR,65.0,,13.0,INTERMEDIATE,0 days 03:13:33.570000
NOR,66.0,0 days 00:02:13.838000,14.0,INTERMEDIATE,
NOR,67.0,0 days 00:01:28.463000,15.0,INTERMEDIATE,
NOR,68.0,0 days 00:01:24.530000,16.0,INTERMEDIATE,
NOR,69.0,0 days 00:01:22.506000,17.0,INTERMEDIATE,
NOR,70.0,0 days 00:01:22.490000,18.0,INTERMEDIATE,
NOR,71.0,0 days 00:01:22.130000,19.0,INTERMEDIATE,
NOR,72.0,0 days 00:01:22.241000,20.0,INTERMEDIATE,
LAW,1.0,0 days 00:01:50.452000,1.0,SOFT,
LAW,2.0,0 days 00:02:09.963000,6.0,INTERMEDIATE,0 days 01:04:36.582000
LAW,3.0,0 days 00:01:26.818000,7.0,INTERMEDIATE,
LAW,4.0,0 days 00:01:28.443000,8.0,INTERMEDIATE,
LAW,5.0,0 days 00:01:25.079000,9.0,INTERMEDIATE,
LAW,6.0,0 days 00:01:24.796000,10.0,INTERMEDIATE,
LAW,7.0,0 days 00:01:25.370000,11.0,INTERMEDIATE,
LAW,8.0,0 days 00:01:25.898000,12.0,INTERMEDIATE,
LAW,9.0,0 days 00:01:27.417000,13.0,INTERMEDIATE,
LAW,10.0,0 days 00:01:30.194000,14.0,INTERMEDIATE,
LAW,11.0,0 days 00:01:50.916000,1.0,SOFT,0 days 01:18:08.865000
LAW,12.0,0 days 00:01:18.834000,2.0,SOFT,
LAW,13.0,0 days 00:01:18.430000,3.0,SOFT,
LAW,14.0,0 days 00:01:18.261000,4.0,SOFT,
LAW,15.0,0 days 00:01:17.473000,5.0,SOFT,
LAW,16.0,0 days 00:01:46.185000,6.0,SOFT,
LAW,17.0,0 days 00:01:54.595000,7.0,SOFT,
LAW,18.0,0 days 00:01:49.796000,1.0,MEDIUM,0 days 01:28:41.963000
LAW,19.0,0 days 00:01:48.409000,2.0,MEDIUM,
LAW,20.0,0 days 00:01:50.092000,3.0,MEDIUM,
LAW,21.0,0 days 00:01:54.003000,4.0,MEDIUM,
LAW,22.0,0 days 00:01:18.517000,5.0,MEDIUM,
LAW,23.0,0 days 00:01:18.354000,6.0,MEDIUM,
LAW,24.0,0 days 00:01:17.626000,7.0,MEDIUM,
LAW,25.0,0 days 00:01:18.141000,8.0,MEDIUM,
LAW,26.0,0 days 00:01:17.743000,9.0,MEDIUM,
LAW,27.0,0 days 00:01:17.554000,10.0,MEDIUM,
LAW,28.0,0 days 00:01:17.525000,11.0,MEDIUM,
LAW,29.0,0 days 00:01:17.593000,12.0,MEDIUM,
LAW,30.0,0 days 00:01:17.733000,13.0,MEDIUM,
LAW,31.0,0 days 00:01:17.583000,14.0,MEDIUM,
LAW,32.0,0 days 00:01:17.266000,15.0,MEDIUM,
LAW,33.0,0 days 00:01:17.547000,16.0,MEDIUM,
LAW,34.0,0 days 00:01:17.778000,17.0,MEDIUM,
LAW,35.0,0 days 00:01:17.577000,18.0,MEDIUM,
LAW,36.0,0 days 00:01:17.228000,19.0,MEDIUM,
LAW,37.0,0 days 00:01:17.373000,20.0,MEDIUM,
LAW,38.0,0 days 00:01:17.529000,21.0,MEDIUM,
LAW,39.0,0 days 00:01:17.876000,22.0,MEDIUM,
LAW,40.0,0 days 00:01:17.692000,23.0,MEDIUM,
LAW,41.0,0 days 00:01:18.887000,24.0,MEDIUM,
LAW,42.0,0 days 00:01:17.130000,25.0,MEDIUM,
LAW,43.0,0 days 00:01:16.925000,26.0,MEDIUM,
LAW,44.0,0 days 00:01:16.975000,27.0,MEDIUM,
LAW,45.0,0 days 00:01:18.021000,28.0,MEDIUM,
LAW,46.0,0 days 00:01:20.281000,29.0,MEDIUM,
LAW,47.0,0 days 00:01:33.458000,1.0,SOFT,0 days 02:08:28.545000
LAW,48.0,0 days 00:01:15.008000,2.0,SOFT,
LAW,49.0,0 days 00:01:14.820000,3.0,SOFT,
LAW,50.0,0 days 00:01:15.040000,4.0,SOFT,
LAW,51.0,0 days 00:01:15.065000,5.0,SOFT,
LAW,52.0,0 days 00:01:15.253000,6.0,SOFT,
LAW,53.0,0 days 00:01:15.120000,7.0,SOFT,
LAW,54.0,0 days 00:01:15.308000,8.0,SOFT,
LAW,55.0,0 days 00:01:15.364000,9.0,SOFT,
LAW,56.0,0 days 00:01:15.425000,10.0,SOFT,
LAW,57.0,0 days 00:01:15.432000,11.0,SOFT,
LAW,58.0,0 days 00:01:15.081000,12.0,SOFT,
LAW,59.0,0 days 00:01:19.266000,13.0,SOFT,
LAW,60.0,0 days 00:01:40.943000,1.0,INTERMEDIATE,0 days 02:25:08.325000
LAW,61.0,0 days 00:01:24.989000,2.0,INTERMEDIATE,
LAW,62.0,0 days 00:01:27.438000,3.0,INTERMEDIATE,
LAW,63.0,0 days 00:02:21.288000,4.0,INTERMEDIATE,
LAW,64.0,,8.0,INTERMEDIATE,0 days 03:11:39.650000
LAW,65.0,,9.0,INTERMEDIATE,0 days 03:13:59.257000
LAW,66.0,0 days 00:02:03.419000,10.0,INTERMEDIATE,
LAW,67.0,0 days 00:01:29.528000,11.0,INTERMEDIATE,
LAW,68.0,0 days 00:01:26.291000,12.0,INTERMEDIATE,
LAW,69.0,0 days 00:01:24.068000,13.0,INTERMEDIATE,
LAW,70.0,0 days 00:01:23.296000,14.0,INTERMEDIATE,
LAW,71.0,0 days 00:01:24.122000,15.0,INTERMEDIATE,
LAW,72.0,0 days 00:01:23.592000,16.0,INTERMEDIATE,
HAM,1.0,0 days 00:01:38.801000,1.0,MEDIUM,
HAM,2.0,0 days 00:01:54.350000,2.0,MEDIUM,
HAM,3.0,0 days 00:01:59.015000,3.0,MEDIUM,
HAM,4.0,0 days 00:01:43.298000,1.0,INTERMEDIATE,0 days 01:07:56.110000
HAM,5.0,0 days 00:01:26.048000,2.0,INTERMEDIATE,
HAM,6.0,0 days 00:01:24.326000,3.0,INTERMEDIATE,
HAM,7.0,0 days 00:01:24.843000,4.0,INTERMEDIATE,
HAM,8.0,0 days 00:01:24.291000,5.0,INTERMEDIATE,
HAM,9.0,0 days 00:01:28.443000,6.0,INTERMEDIATE,
HAM,10.0,0 days 00:01:39.738000,1.0,SOFT,0 days 01:16:46.897000
HAM,11.0,0 days 00:01:18.902000,2.0,SOFT,
HAM,12.0,0 days 00:01:18.597000,3.0,SOFT,
HAM,13.0,0 days 00:01:16.887000,4.0,SOFT,
HAM,14.0,0 days 00:01:16.420000,5.0,SOFT,
HAM,15.0,0 days 00:01:15.905000,6.0,SOFT,
HAM,16.0,0 days 00:01:39.014000,7.0,SOFT,
HAM,17.0,0 days 00:01:52.338000,8.0,SOFT,
HAM,18.0,0 days 00:01:41.926000,9.0,SOFT,
HAM,19.0,0 days 00:02:02.642000,10.0,SOFT,
HAM,20.0,0 days 00:01:54.749000,11.0,SOFT,
HAM,21.0,0 days 00:01:56.892000,12.0,SOFT,
HAM,22.0,0 days 00:01:19.143000,13.0,SOFT,
HAM,23.0,0 days 00:01:18.286000,14.0,SOFT,
HAM,24.0,0 days 00:01:17.611000,15.0,SOFT,
HAM,25.0,0 days 00:01:17.602000,16.0,SOFT,
HAM,26.0,0 days 00:01:16.243000,17.0,SOFT,
HAM,27.0,0 days 00:01:16.674000,18.0,SOFT,
HAM,28.0,0 days 00:01:17.343000,19.0,SOFT,
HAM,29.0,0 days 00:01:16.294000,20.0,SOFT,
HAM,30.0,0 days 00:01:16.400000,21.0,SOFT,
HAM,31.0,0 days 00:01:16.993000,22.0,SOFT,
HAM,32.0,0 days 00:01:17.218000,23.0,SOFT,
HAM,33.0,0 days 00:01:16.473000,24.0,SOFT,
HAM,34.0,0 days 00:01:15.862000,25.0,SOFT,
HAM,35.0,0 days 00:01:15.996000,26.0,SOFT,
HAM,36.0,0 days 00:01:16.497000,27.0,SOFT,
HAM,37.0,0 days 00:01:16.528000,28.0,SOFT,
HAM,38.0,0 days 00:01:16.392000,29.0,SOFT,
HAM,39.0,0 days 00:01:16.519000,30.0,SOFT,
HAM,40.0,0 days 00:01:16.533000,31.0,SOFT,
HAM,41.0,0 days 00:01:16.439000,32.0,SOFT,
HAM,42.0,0 days 00:01:16.583000,33.0,SOFT,
HAM,43.0,0 days 00:01:15.729000,34.0,SOFT,
HAM,44.0,0 days 00:01:16.500000,35.0,SOFT,
HAM,45.0,0 days 00:01:19.832000,36.0,SOFT,
HAM,46.0,0 days 00:01:32.479000,1.0,SOFT,0 days 02:06:46.125000
HAM,47.0,0 days 00:01:15.182000,2.0,SOFT,
HAM,48.0,0 days 00:01:14.729000,3.0,SOFT,
HAM,49.0,0 days 00:01:14.708000,4.0,SOFT,
HAM,50.0,0 days 00:01:14.874000,5.0,SOFT,
HAM,51.0,0 days 00:01:14.327000,6.0,SOFT,
HAM,52.0,0 days 00:01:14.614000,7.0,SOFT,
HAM,53.0,0 days 00:01:14.621000,8.0,SOFT,
HAM,54.0,0 days 00:01:15.922000,9.0,SOFT,
HAM,55.0,0 days 00:01:14.838000,10.0,SOFT,
HAM,56.0,0 days 00:01:14.163000,11.0,SOFT,
HAM,57.0,0 days 00:01:13.963000,12.0,SOFT,
HAM,58.0,0 days 00:01:13.904000,13.0,SOFT,
HAM,59.0,0 days 00:01:15.670000,14.0,SOFT,
HAM,60.0,0 days 00:01:19.871000,15.0,SOFT,
HAM,61.0,0 days 00:01:40.266000,7.0,INTERMEDIATE,0 days 02:25:51.402000
HAM,62.0,0 days 00:01:22.067000,8.0,INTERMEDIATE,
HAM,63.0,0 days 00:01:38.708000,9.0,INTERMEDIATE,
HAM,64.0,,10.0,INTERMEDIATE,
HAM,65.0,,7.0,INTERMEDIATE,0 days 03:13:31.085000
HAM,66.0,0 days 00:02:14.532000,8.0,INTERMEDIATE,
HAM,67.0,0 days 00:01:28.708000,9.0,INTERMEDIATE,
HAM,68.0,0 days 00:01:24.340000,10.0,INTERMEDIATE,
HAM,69.0,0 days 00:01:22.802000,11.0,INTERMEDIATE,
HAM,70.0,0 days 00:01:22.446000,12.0,INTERMEDIATE,
HAM,71.0,0 days 00:01:22.001000,13.0,INTERMEDIATE,
HAM,72.0,0 days 00:01:22.879000,14.0,INTERMEDIATE,
SAI,1.0,0 days 00:01:34.694000,1.0,SOFT,
SAI,2.0,0 days 00:01:53.117000,2.0,SOFT,
SAI,3.0,0 days 00:01:48.225000,1.0,INTERMEDIATE,0 days 01:05:52.362000
SAI,4.0,0 days 00:01:25.734000,2.0,INTERMEDIATE,
SAI,5.0,0 days 00:01:23.956000,3.0,INTERMEDIATE,
SAI,6.0,0 days 00:01:24.297000,4.0,INTERMEDIATE,
SAI,7.0,0 days 00:01:24.141000,5.0,INTERMEDIATE,
SAI,8.0,0 days 00:01:25.061000,6.0,INTERMEDIATE,
SAI,9.0,0 days 00:01:25.156000,7.0,INTERMEDIATE,
SAI,10.0,0 days 00:01:28.581000,8.0,INTERMEDIATE,
SAI,11.0,0 days 00:01:38.827000,1.0,SOFT,0 days 01:17:36.115000
SAI,12.0,0 days 00:01:17.997000,2.0,SOFT,
SAI,13.0,0 days 00:01:16.472000,3.0,SOFT,
SAI,14.0,0 days 00:01:16.782000,4.0,SOFT,
SAI,15.0,0 days 00:01:17.126000,5.0,SOFT,
SAI,16.0,0 days 00:01:28.299000,6.0,SOFT,
SAI,17.0,0 days 00:01:58.497000,7.0,SOFT,
SAI,18.0,0 days 00:02:07.367000,8.0,SOFT,
SAI,19.0,0 days 00:02:00.434000,9.0,SOFT,
SAI,20.0,0 days 00:01:55.913000,10.0,SOFT,
SAI,21.0,0 days 00:02:02.828000,11.0,SOFT,
SAI,22.0,0 days 00:01:17.720000,12.0,SOFT,
SAI,23.0,0 days 00:01:17.214000,13.0,SOFT,
SAI,24.0,0 days 00:01:16.338000,14.0,SOFT,
SAI,25.0,0 days 00:01:16.317000,15.0,SOFT,
SAI,26.0,0 days 00:01:16.875000,16.0,SOFT,
SAI,27.0,0 days 00:01:16.619000,17.0,SOFT,
SAI,28.0,0 days 00:01:16.144000,18.0,SOFT,
SAI,29.0,0 days 00:01:16.217000,19.0,SOFT,
SAI,30.0,0 days 00:01:16.042000,20.0,SOFT,
SAI,31.0,0 days 00:01:16.054000,21.0,SOFT,
SAI,32.0,0 days 00:01:16.106000,22.0,SOFT,
SAI,33.0,0 days 00:01:16.231000,23.0,SOFT,
SAI,34.0,0 days 00:01:16.146000,24.0,SOFT,
SAI,35.0,0 days 00:01:16.041000,25.0,SOFT,
SAI,36.0,0 days 00:01:16.117000,26.0,SOFT,
SAI,37.0,0 days 00:01:15.973000,27.0,SOFT,
SAI,38.0,0 days 00:01:15.961000,28.0,SOFT,
SAI,39.0,0 days 00:01:16.076000,29.0,SOFT,
SAI,40.0,0 days 00:01:16.307000,30.0,SOFT,
SAI,41.0,0 days 00:01:19.511000,31.0,SOFT,
SAI,42.0,0 days 00:01:33.523000,3.0,SOFT,0 days 02:01:26.600000
SAI,43.0,0 days 00:01:14.975000,4.0,SOFT,
SAI,44.0,0 days 00:01:14.962000,5.0,SOFT,
SAI,45.0,0 days 00:01:15.093000,6.0,SOFT,
SAI,46.0,0 days 00:01:15.250000,7.0,SOFT,
SAI,47.0,0 days 00:01:15.597000,8.0,SOFT,
SAI,48.0,0 days 00:01:15.275000,9.0,SOFT,
SAI,49.0,0 days 00:01:15.288000,10.0,SOFT,
SAI,50.0,0 days 00:01:15.393000,11.0,SOFT,
SAI,51.0,0 days 00:01:15.204000,12.0,SOFT,
SAI,52.0,0 days 00:01:16.792000,13.0,SOFT,
SAI,53.0,0 days 00:01:15.611000,14.0,SOFT,
SAI,54.0,0 days 00:01:14.934000,15.0,SOFT,
SAI,55.0,0 days 00:01:15.219000,16.0,SOFT,
SAI,56.0,0 days 00:01:14.993000,17.0,SOFT,
SAI,57.0,0 days 00:01:15.169000,18.0,SOFT,
SAI,58.0,0 days 00:01:15.299000,19.0,SOFT,
SAI,59.0,0 days 00:01:15.288000,20.0,SOFT,
SAI,60.0,0 days 00:01:21.844000,21.0,SOFT,
SAI,61.0,0 days 00:01:40.849000,16.0,INTERMEDIATE,0 days 02:25:42.699000
SAI,62.0,0 days 00:01:23.317000,17.0,INTERMEDIATE,
SAI,63.0,0 days 00:01:40.280000,18.0,INTERMEDIATE,
SAI,64.0,,19.0,INTERMEDIATE,
SAI,65.0,,5.0,INTERMEDIATE,0 days 03:13:27.820000
SAI,66.0,0 days 00:02:14.990000,6.0,INTERMEDIATE,
SAI,67.0,0 days 00:01:28.361000,7.0,INTERMEDIATE,
SAI,68.0,0 days 00:01:24.482000,8.0,INTERMEDIATE,
SAI,69.0,0 days 00:01:22.740000,9.0,INTERMEDIATE,
SAI,70.0,0 days 00:01:22.613000,10.0,INTERMEDIATE,
SAI,71.0,0 days 00:01:21.902000,11.0,INTERMEDIATE,
SAI,72.0,0 days 00:01:22.652000,12.0,INTERMEDIATE,
RUS,1.0,0 days 00:01:33.241000,1.0,SOFT,
RUS,2.0,0 days 00:01:47.161000,2.0,SOFT,
RUS,3.0,0 days 00:01:46.910000,3.0,SOFT,
RUS,4.0,0 days 00:01:49.781000,4.0,SOFT,
RUS,5.0,0 days 00:01:47.148000,1.0,INTERMEDIATE,0 days 01:09:21.937000
RUS,6.0,0 days 00:01:24.370000,2.0,INTERMEDIATE,
RUS,7.0,0 days 00:01:24.846000,3.0,INTERMEDIATE,
RUS,8.0,0 days 00:01:24.962000,4.0,INTERMEDIATE,
RUS,9.0,0 days 00:01:24.610000,5.0,INTERMEDIATE,
RUS,10.0,0 days 00:01:29.137000,6.0,INTERMEDIATE,
RUS,11.0,0 days 00:01:38.867000,1.0,SOFT,0 days 01:18:16.021000
RUS,12.0,0 days 00:01:17.904000,2.0,SOFT,
RUS,13.0,0 days 00:01:17.050000,3.0,SOFT,
RUS,14.0,0 days 00:01:17.104000,4.0,SOFT,
RUS,15.0,0 days 00:01:16.406000,5.0,SOFT,
RUS,16.0,0 days 00:01:47.894000,6.0,SOFT,
RUS,17.0,0 days 00:02:06.262000,1.0,HARD,0 days 01:26:50.684000
RUS,18.0,0 days 00:01:24.632000,2.0,HARD,
RUS,19.0,0 days 00:01:55.526000,3.0,HARD,
RUS,20.0,0 days 00:01:51.276000,4.0,HARD,
RUS,21.0,0 days 00:01:55.605000,5.0,HARD,
RUS,22.0,0 days 00:01:18.507000,6.0,HARD,
RUS,23.0,0 days 00:01:17.874000,7.0,HARD,
RUS,24.0,0 days 00:01:17.336000,8.0,HARD,
RUS,25.0,0 days 00:01:17.883000,9.0,HARD,
RUS,26.0,0 days 00:01:17.874000,10.0,HARD,
RUS,27.0,0 days 00:01:17.671000,11.0,HARD,
RUS,28.0,0 days 00:01:17.450000,12.0,HARD,
RUS,29.0,0 days 00:01:17.593000,13.0,HARD,
RUS,30.0,0 days 00:01:17.774000,14.0,HARD,
RUS,31.0,0 days 00:01:17.552000,15.0,HARD,
RUS,32.0,0 days 00:01:17.525000,16.0,HARD,
RUS,33.0,0 days 00:01:17.031000,17.0,HARD,
RUS,34.0,0 days 00:01:17.303000,18.0,HARD,
RUS,35.0,0 days 00:01:17.443000,19.0,HARD,
RUS,36.0,0 days 00:01:16.084000,20.0,HARD,
RUS,37.0,0 days 00:01:16.053000,21.0,HARD,
RUS,38.0,0 days 00:01:15.915000,22.0,HARD,
RUS,39.0,0 days 00:01:16.355000,23.0,HARD,
RUS,40.0,0 days 00:01:15.562000,24.0,HARD,
RUS,41.0,0 days 00:01:16.307000,25.0,HARD,
RUS,42.0,0 days 00:01:16.189000,26.0,HARD,
RUS,43.0,0 days 00:01:15.857000,27.0,HARD,
RUS,44.0,0 days 00:01:15.659000,28.0,HARD,
RUS,45.0,0 days 00:01:15.466000,29.0,HARD,
RUS,46.0,0 days 00:01:15.356000,30.0,HARD,
RUS,47.0,0 days 00:01:16.492000,31.0,HARD,
RUS,48.0,0 days 00:01:15.523000,32.0,HARD,
RUS,49.0,0 days 00:01:15.648000,33.0,HARD,
RUS,50.0,0 days 00:01:15.617000,34.0,HARD,
RUS,51.0,0 days 00:01:15.300000,35.0,HARD,
RUS,52.0,0 days 00:01:17.207000,36.0,HARD,
RUS,53.0,0 days 00:01:15.404000,37.0,HARD,
RUS,54.0,0 days 00:01:15.124000,38.0,HARD,
RUS,55.0,0 days 00:01:15.208000,39.0,HARD,
RUS,56.0,0 days 00:01:16.303000,40.0,HARD,
RUS,57.0,0 days 00:01:15.604000,41.0,HARD,
RUS,58.0,0 days 00:01:15.270000,42.0,HARD,
RUS,59.0,0 days 00:01:16.832000,43.0,HARD,
RUS,60.0,0 days 00:01:22.707000,44.0,HARD,
RUS,61.0,0 days 00:01:43.611000,13.0,INTERMEDIATE,0 days 02:25:58.199000
RUS,62.0,0 days 00:01:22.553000,14.0,INTERMEDIATE,
RUS,63.0,0 days 00:01:52.410000,15.0,INTERMEDIATE,
RUS,64.0,,6.0,INTERMEDIATE,0 days 03:11:18.166000
RUS,65.0,,7.0,INTERMEDIATE,0 days 03:13:39.445000
RUS,66.0,0 days 00:02:11.489000,8.0,INTERMEDIATE,
RUS,67.0,0 days 00:01:52.753000,9.0,INTERMEDIATE,
RUS,68.0,0 days 00:01:47.369000,7.0,INTERMEDIATE,0 days 03:20:14.078000
RUS,69.0,0 days 00:01:21.963000,8.0,INTERMEDIATE,
RUS,70.0,0 days 00:01:21.206000,9.0,INTERMEDIATE,
RUS,71.0,0 days 00:01:20.548000,10.0,INTERMEDIATE,
RUS,72.0,0 days 00:01:20.769000,11.0,INTERMEDIATE,
BOT,1.0,0 days 00:01:37.804000,1.0,SOFT,
BOT,2.0,0 days 00:01:50.912000,2.0,SOFT,
BOT,3.0,0 days 00:01:52.324000,3.0,SOFT,
BOT,4.0,0 days 00:01:48.246000,4.0,SOFT,
BOT,5.0,0 days 00:01:38.860000,5.0,SOFT,
BOT,6.0,0 days 00:01:32.468000,6.0,SOFT,
BOT,7.0,0 days 00:01:27.519000,7.0,SOFT,
BOT,8.0,0 days 00:01:23.722000,8.0,SOFT,
BOT,9.0,0 days 00:01:21.456000,9.0,SOFT,
BOT,10.0,0 days 00:01:19.887000,10.0,SOFT,
BOT,11.0,0 days 00:01:18.942000,11.0,SOFT,
BOT,12.0,0 days 00:01:18.907000,12.0,SOFT,
BOT,13.0,0 days 00:01:18.098000,13.0,SOFT,
BOT,14.0,0 days 00:01:17.867000,14.0,SOFT,
BOT,15.0,0 days 00:01:17.107000,15.0,SOFT,
BOT,16.0,0 days 00:01:41.521000,16.0,SOFT,
BOT,17.0,0 days 00:02:07.765000,1.0,MEDIUM,0 days 01:26:29.512000
BOT,18.0,0 days 00:01:32.291000,2.0,MEDIUM,
BOT,19.0,0 days 00:02:04.283000,3.0,MEDIUM,
BOT,20.0,0 days 00:01:52.289000,4.0,MEDIUM,
BOT,21.0,0 days 00:01:56.133000,5.0,MEDIUM,
BOT,22.0,0 days 00:01:18.796000,6.0,MEDIUM,
BOT,23.0,0 days 00:01:18.023000,7.0,MEDIUM,
BOT,24.0,0 days 00:01:17.903000,8.0,MEDIUM,
BOT,25.0,0 days 00:01:17.837000,9.0,MEDIUM,
BOT,26.0,0 days 00:01:18.472000,10.0,MEDIUM,
BOT,27.0,0 days 00:01:17.806000,11.0,MEDIUM,
BOT,28.0,0 days 00:01:17.469000,12.0,MEDIUM,
BOT,29.0,0 days 00:01:17.664000,13.0,MEDIUM,
BOT,30.0,0 days 00:01:17.715000,14.0,MEDIUM,
BOT,31.0,0 days 00:01:17.751000,15.0,MEDIUM,
BOT,32.0,0 days 00:01:17.429000,16.0,MEDIUM,
BOT,33.0,0 days 00:01:17.119000,17.0,MEDIUM,
BOT,34.0,0 days 00:01:18.321000,18.0,MEDIUM,
BOT,35.0,0 days 00:01:18.093000,19.0,MEDIUM,
BOT,36.0,0 days 00:01:17.746000,20.0,MEDIUM,
BOT,37.0,0 days 00:01:16.888000,21.0,MEDIUM,
BOT,38.0,0 days 00:01:16.577000,22.0,MEDIUM,
BOT,39.0,0 days 00:01:16.456000,23.0,MEDIUM,
BOT,40.0,0 days 00:01:16.512000,24.0,MEDIUM,
BOT,41.0,0 days 00:01:16.705000,25.0,MEDIUM,
BOT,42.0,0 days 00:01:16.494000,26.0,MEDIUM,
BOT,43.0,0 days 00:01:16.774000,27.0,MEDIUM,
BOT,44.0,0 days 00:01:16.633000,28.0,MEDIUM,
BOT,45.0,0 days 00:01:18,29.0,MEDIUM,
BOT,46.0,0 days 00:01:16.901000,30.0,MEDIUM,
BOT,47.0,0 days 00:01:19.539000,31.0,MEDIUM,
BOT,48.0,0 days 00:01:34.072000,1.0,SOFT,0 days 02:09:37.825000
BOT,49.0,0 days 00:01:14.698000,2.0,SOFT,
BOT,50.0,0 days 00:01:14.793000,3.0,SOFT,
BOT,51.0,0 days 00:01:15.223000,4.0,SOFT,
BOT,52.0,0 days 00:01:15.607000,5.0,SOFT,
BOT,53.0,0 days 00:01:15.075000,6.0,SOFT,
BOT,54.0,0 days 00:01:15.297000,7.0,SOFT,
BOT,55.0,0 days 00:01:15.134000,8.0,SOFT,
BOT,56.0,0 days 00:01:15.653000,9.0,SOFT,
BOT,57.0,0 days 00:01:15.309000,10.0,SOFT,
BOT,58.0,0 days 00:01:15.995000,11.0,SOFT,
BOT,59.0,0 days 00:01:20.755000,12.0,SOFT,
BOT,60.0,0 days 00:01:39.356000,1.0,INTERMEDIATE,0 days 02:25:05.028000
BOT,61.0,0 days 00:01:23.161000,2.0,INTERMEDIATE,
BOT,62.0,0 days 00:01:25.098000,3.0,INTERMEDIATE,
BOT,63.0,0 days 00:02:16.932000,4.0,INTERMEDIATE,
BOT,64.0,,1.0,INTERMEDIATE,0 days 03:11:34.947000
BOT,65.0,,2.0,INTERMEDIATE,0 days 03:13:54.694000
BOT,66.0,0 days 00:02:05.850000,3.0,INTERMEDIATE,
